tour,year,player,entry_rank,target_reached_qf,quarterfinal_probability
WTA,2018,Van Uytvanck A.,47,0,0.032042
WTA,2018,Kenin S.,76,0,0.022794
WTA,2018,Sakkari M.,37,0,0.010224
WTA,2018,Kerber A.,10,1,0.045835
WTA,2018,Zvonareva V.,142,0,0.070464
WTA,2018,Lapko V.,82,0,0.005134
WTA,2018,Mchale C.,90,0,0.014731
WTA,2018,Liu C.,237,0,0.007169
WTA,2018,Konjuh A.,137,0,0.012484
WTA,2018,Nara K.,100,0,0.195539
WTA,2018,Halep S.,1,0,0.043553
WTA,2018,Osaka N.,18,0,0.074516
WTA,2018,Niculescu M.,61,0,0.018037
WTA,2018,Pavlyuchenkova A.,29,0,0.029050
WTA,2018,Hsieh S.W.,48,0,0.023786
WTA,2018,Putintseva Y.,53,0,0.002191
WTA,2018,Linette M.,80,0,0.019538
WTA,2018,Sasnovich A.,50,0,0.149621
WTA,2018,Kvitova P.,7,0,0.015509
WTA,2018,Sharapova M.,22,0,0.010230
WTA,2018,Diatchenko V.,132,0,0.028090
WTA,2018,Sorribes Tormo S.,102,0,0.026033
WTA,2018,Kanepi K.,46,0,0.303093
WTA,2018,Stosur S.,86,0,0.017359
WTA,2018,Peng S.,40,0,0.397817
WTA,2018,Suarez Navarro C.,26,0,0.005933
WTA,2018,Witthoeft C.,81,0,0.441523
WTA,2018,Taylor G.,180,0,0.303023
WTA,2018,Bouchard E.,188,0,0.003090
WTA,2018,Townsend T.,73,0,0.024561
WTA,2018,Parmentier P.,63,0,0.020413
WTA,2018,Vikhlyantseva N.,103,0,0.010696
WTA,2018,Konta J.,24,0,0.001143
WTA,2018,Vondrousova M.,106,0,0.076844
WTA,2018,Vickery S.,83,0,0.002521
WTA,2018,Wang Q.,70,0,0.009415
WTA,2018,Zheng S.,126,0,0.007009
WTA,2019,Azarenka V.,40,0,0.060423
WTA,2019,Cornet A.,51,0,0.056803
WTA,2019,Barthel M.,96,0,0.019641
WTA,2019,Bouzkova M.,115,0,0.007776
WTA,2019,Bonaventure Y.,114,0,0.014420
WTA,2019,Kudermetova V.,59,0,0.005514
WTA,2019,Brady J.,67,0,0.010601
WTA,2019,Martic P.,24,0,0.003375
WTA,2019,Diyas Z.,86,0,0.021880
WTA,2019,Collins D.,34,0,0.008615
WTA,2019,Gasparyan M.,62,0,0.005769
WTA,2019,Friedsam A.L.,286,0,0.008338
WTA,2019,Gavrilova D.,74,0,0.008980
WTA,2019,Svitolina E.,8,1,0.637320
WTA,2019,Halep S.,7,1,0.114768
WTA,2019,Sasnovich A.,36,0,0.071838
WTA,2019,Hercog P.,60,0,0.027835
WTA,2019,Kuzmova V.,47,0,0.098282
WTA,2019,Jakupovic D.,143,0,0.008269
WTA,2019,Flipkens K.,103,0,0.023092
WTA,2019,Keys M.,16,0,0.008387
WTA,2019,Kumkhum L.,107,0,0.002462
WTA,2019,Kontaveit A.,20,0,0.047832
WTA,2019,Rogers S.,298,0,0.015037
WTA,2019,Mcnally C.,165,0,0.025357
WTA,2019,Watson H.,122,0,0.683081
WTA,2019,Muchova K.,68,1,0.011501
WTA,2019,Krunic A.,113,0,0.366165
WTA,2019,Ostapenko J.,37,0,0.019698
WTA,2019,Hsieh S.W.,29,0,0.121542
WTA,2019,Pegula J.,72,0,0.003578
WTA,2019,Buzarnescu M.,53,0,0.018595
WTA,2019,Pliskova K.A.,3,0,0.077025
WTA,2019,Zhu L.,101,0,0.049563
WTA,2019,Potapova A.,71,0,0.018075
WTA,2019,Teichmann J.,89,0,0.433000
WTA,2019,Putintseva Y.,39,0,0.088975
WTA,2019,Osaka N.,2,0,0.036768
WTA,2019,Sabalenka A.,11,0,0.224312
WTA,2019,Rybarikova M.,139,0,0.005025
WTA,2019,Sakkari M.,32,0,0.224890
WTA,2019,Pera B.,90,0,0.027357
WTA,2019,Schmiedlova A.,87,0,0.010930
WTA,2019,Puig M.,52,0,0.004848
WTA,2019,Sevastova A.,12,0,0.036706
WTA,2019,Ahn K.,190,0,0.148232
WTA,2019,Sharma A.,93,0,0.018227
WTA,2019,Kenin S.,28,0,0.044388
WTA,2019,Swiatek I.,64,0,0.025249
WTA,2019,Golubic V.,81,0,0.120424
WTA,2019,Tomljanovic A.,49,0,0.014031
WTA,2019,Kasatkina D.,30,0,0.004645
WTA,2019,Vondrousova M.,14,0,0.061342
WTA,2019,Brengle M.,85,0,0.029713
WTA,2019,Wickmayer Y.,148,0,0.079508
WTA,2019,Peterson R.,63,0,0.007801
WTA,2019,Williams V.,44,0,0.256212
WTA,2019,Gauff C.,313,0,0.027940
WTA,2019,Yastremska D.,35,0,0.007079
WTA,2019,Giorgi C.,42,0,0.262153
WTA,2019,Zhang S.,50,1,0.013973
WTA,2019,Garcia C.,23,0,0.015679
WTA,2019,Alexandrova E.,45,0,0.038316
WTA,2019,Siniakova K.,38,0,0.006824
WTA,2019,Anisimova A.,26,0,0.073468
WTA,2019,Cirstea S.,77,0,0.067085
WTA,2019,Bertens K.,4,0,0.040044
WTA,2019,Minella M.,98,0,0.026163
WTA,2019,Bogdan A.,132,0,0.019786
WTA,2019,Konta J.,18,1,0.134913
WTA,2019,Dart H.,182,0,0.484608
WTA,2019,Mchale C.,108,0,0.004210
WTA,2019,Davis L.,95,0,0.154265
WTA,2019,Kozlova K.,66,0,0.051489
WTA,2019,Diatchenko V.,83,0,0.104251
WTA,2019,Mladenovic K.,48,0,0.008996
WTA,2019,Flink V.,141,0,0.386718
WTA,2019,Badosa P.,135,0,0.004261
WTA,2019,Jorovic I.,99,0,0.071401
WTA,2019,Kerkhove L.,201,0,0.015842
WTA,2019,Kuznetsova S.,104,0,0.007387
WTA,2019,Van Uytvanck A.,58,0,0.010943
WTA,2019,Kvitova P.,6,0,0.015107
WTA,2019,Jabeur O.,56,0,0.009002
WTA,2019,Linette M.,75,0,0.006477
WTA,2019,Kalinskaya A.,144,0,0.003224
WTA,2019,Maria T.,65,0,0.207029
WTA,2019,Kerber A.,5,0,0.019928
WTA,2019,Mertens E.,21,0,0.001513
WTA,2019,Ferro F.,100,0,0.028589
WTA,2019,Muguruza G.,27,0,0.016614
WTA,2019,Haddad Maia B.,121,0,0.031237
WTA,2019,Pavlyuchenkova A.,46,0,0.026435
WTA,2019,Bencic B.,13,0,0.012739
WTA,2019,Petkovic A.,69,0,0.055566
WTA,2019,Niculescu M.,111,0,0.055921
WTA,2019,Pliskova K.R.,94,0,0.004632
WTA,2019,Juvan K.,133,0,0.015608
WTA,2019,Rodionova A.R.,211,0,0.008380
WTA,2019,Townsend T.,123,0,0.012359
WTA,2019,Ruse E.G.,176,0,0.157459
WTA,2019,Goerges J.,17,0,0.051702
WTA,2019,Siegemund L.,82,0,0.090654
WTA,2019,Swan K.,205,0,0.017039
WTA,2019,Stephens S.,9,0,0.025644
WTA,2019,Bacsinszky T.,91,0,0.025705
WTA,2019,Stosur S.,119,0,0.001799
WTA,2019,Suarez Navarro C.,31,0,0.025447
WTA,2019,Tsurenko L.,33,0,0.155500
WTA,2019,Strycova B.,54,1,0.015762
WTA,2019,Vekic D.,22,0,0.013951
WTA,2019,Riske A.,55,1,0.025003
WTA,2019,Voegele S.,97,0,0.024530
WTA,2019,Kanepi K.,76,0,0.290652
WTA,2019,Wang Q.,15,0,0.017796
WTA,2019,Lapko V.,106,0,0.306864
WTA,2019,Wang Y.A.F.,57,0,0.005822
WTA,2019,Martincova T.,138,0,0.343395
WTA,2019,Williams S.,10,1,0.323765
WTA,2019,Gatto-Monticone G.,161,0,0.002807
WTA,2019,Zheng S.,43,0,0.027528
WTA,2019,Barty A.,1,0,0.019947
WTA,2019,Zidansek T.,61,0,0.010968
WTA,2019,Bouchard E.,79,0,0.001263
WTA,2021,Alexandrova E.,36,0,0.064660
WTA,2021,Siegemund L.,54,0,0.055152
WTA,2021,Begu I.,79,0,0.023124
WTA,2021,Volynets K.,199,0,0.008687
WTA,2021,Boulter K.,219,0,0.017039
WTA,2021,Lao D.,239,0,0.007359
WTA,2021,Burrage J.,274,0,0.017359
WTA,2021,Davis L.,91,0,0.004613
WTA,2021,Collins D.,48,0,0.025879
WTA,2021,Hercog P.,77,0,0.012698
WTA,2021,Ferro F.,51,0,0.007953
WTA,2021,Muguruza G.,12,0,0.010293
WTA,2021,Hsieh S.W.,69,0,0.010406
WTA,2021,Swiatek I.,9,0,0.573854
WTA,2021,Kenin S.,6,0,0.096636
WTA,2021,Wang X.I.N.,144,0,0.073835
WTA,2021,Keys M.,27,0,0.039395
WTA,2021,Swan K.,292,0,0.090918
WTA,2021,Kudermetova V.,32,0,0.011224
WTA,2021,Golubic V.,66,1,0.026623
WTA,2021,Kuznetsova S.,40,0,0.008992
WTA,2021,Pattinama Kerkhove L.,174,0,0.003504
WTA,2021,Kvitova P.,10,0,0.059085
WTA,2021,Stephens S.,73,0,0.021349
WTA,2021,Niculescu M.,191,0,0.023535
WTA,2021,Sabalenka A.,4,1,0.573447
WTA,2021,Osorio M.,94,0,0.012042
WTA,2021,Kalinskaya A.,109,0,0.302660
WTA,2021,Rybakina E.,20,0,0.019949
WTA,2021,Mladenovic K.,59,0,0.104263
WTA,2021,Watson H.,68,0,0.005945
WTA,2021,Ahn K.,117,0,0.021734
WTA,2021,Barthel M.,190,0,0.070405
WTA,2021,Zhu L.,99,0,0.048487
WTA,2021,Blinkova A.,89,0,0.021674
WTA,2021,Babos T.,116,0,0.357375
WTA,2021,Brengle M.,82,0,0.104037
WTA,2021,Mchale C.,97,0,0.049685
WTA,2021,Dart H.,142,0,0.189828
WTA,2021,Mertens E.,16,0,0.007762
WTA,2021,Doi M.,83,0,0.200277
WTA,2021,Liu C.,608,0,0.027656
WTA,2021,Garcia C.,76,0,0.015258
WTA,2021,Pegula J.,26,0,0.007493
WTA,2021,Jabeur O.,24,1,0.045955
WTA,2021,Peterson R.,60,0,0.139761
WTA,2021,Jones F.,211,0,0.021672
WTA,2021,Gauff C.,23,0,0.046493
WTA,2021,Kanepi K.,78,0,0.031945
WTA,2021,Samsonova L.,65,0,0.115154
WTA,2021,Kerber A.,28,1,0.020191
WTA,2021,Stojanovic N.,86,0,0.007206
WTA,2021,Kostyuk M.,70,0,0.066369
WTA,2021,Bertens K.,21,0,0.024805
WTA,2021,Martic P.,30,0,0.071038
WTA,2021,Gracheva V.,90,0,0.010285
WTA,2021,Paolini J.,88,0,0.286980
WTA,2021,Petkovic A.,130,0,0.031006
WTA,2021,Podoroska N.,39,0,0.007468
WTA,2021,Li A.,72,0,0.257617
WTA,2021,Riske A.,29,0,0.017378
WTA,2021,Martincova T.,87,0,0.017466
WTA,2021,Sakkari M.,18,0,0.058663
WTA,2021,Rus A.,84,0,0.008031
WTA,2021,Stosur S.,166,0,0.086098
WTA,2021,Rogers S.,46,0,0.076841
WTA,2021,Suarez Navarro C.,138,0,0.046086
WTA,2021,Barty A.,1,1,0.031931
WTA,2021,Tauson C.,93,0,0.023109
WTA,2021,Krejcikova B.,17,0,0.142793
WTA,2021,Vekic D.,49,0,0.490014
WTA,2021,Potapova A.,80,0,0.005681
WTA,2021,Vesnina E.,370,0,0.120620
WTA,2021,Trevisan M.,98,0,0.060719
WTA,2021,Williams V.,111,0,0.090492
WTA,2021,Buzarnescu M.,160,0,0.011838
WTA,2021,Zidansek T.,47,0,0.361940
WTA,2021,Pliskova K.A.,13,1,0.005965
WTA,2021,Zvonareva V.,96,0,0.096110
WTA,2021,Bouzkova M.,52,0,0.022729
WTA,2021,Anisimova A.,81,0,0.009430
WTA,2021,Linette M.,44,0,0.016294
WTA,2021,Azarenka V.,14,0,0.018497
WTA,2021,Kozlova K.,157,0,0.012945
WTA,2021,Badosa P.,161,0,0.008618
WTA,2021,Bolsova A.,151,0,0.004586
WTA,2021,Bencic B.,11,0,0.189063
WTA,2021,Juvan K.,102,0,0.034321
WTA,2021,Cirstea S.,45,0,0.002793
WTA,2021,Murray S.,230,0,0.032352
WTA,2021,Cornet A.,58,0,0.014950
WTA,2021,Andreescu B.,7,0,0.037874
WTA,2021,Diyas Z.,101,0,0.034194
WTA,2021,Sevastova A.,56,0,0.019694
WTA,2021,Fernandez L.A.,71,0,0.045550
WTA,2021,Ostapenko J.,34,0,0.056728
WTA,2021,Hibino N.,85,0,0.004605
WTA,2021,Pera B.,74,0,0.017437
WTA,2021,Konjuh A.,129,0,0.012631
WTA,2021,Sorribes Tormo S.,50,0,0.018252
WTA,2021,Kontaveit A.,25,0,0.153574
WTA,2021,Vondrousova M.,42,0,0.050145
WTA,2021,Minnen G.,118,0,0.075199
WTA,2021,Tomljanovic A.,75,1,0.024681
WTA,2021,Pavlyuchenkova A.,19,0,0.028847
WTA,2021,Bogdan A.,92,0,0.034868
WTA,2021,Perez E.,235,0,0.003128
WTA,2021,Burel C.,143,0,0.028056
WTA,2021,Putintseva Y.,43,0,0.128875
WTA,2021,Pironkova T.,103,0,0.017589
WTA,2021,Raducanu E.,338,0,0.015963
WTA,2021,Diatchenko V.,150,0,0.025696
WTA,2021,Sharma A.,127,0,0.027607
WTA,2021,Pliskova K.R.,106,0,0.275990
WTA,2021,Siniakova K.,64,0,0.021779
WTA,2021,Wang Y.,123,0,0.242904
WTA,2021,Svitolina E.,5,0,0.009049
WTA,2021,Van Uytvanck A.,57,0,0.323221
WTA,2021,Teichmann J.,55,0,0.293987
WTA,2021,Giorgi C.,62,0,0.004332
WTA,2021,Tig P.M.,63,0,0.025944
WTA,2021,Kasatkina D.,35,0,0.021081
WTA,2021,Vandeweghe C.,163,0,0.012811
WTA,2021,Govortsova O.,136,0,0.002723
WTA,2021,Zhang S.,37,0,0.107477
WTA,2021,Muchova K.,22,1,0.003751
WTA,2022,Bjorklund M.,125,0,0.067809
WTA,2022,Jabeur O.,2,1,0.058360
WTA,2022,Bronzetti L.,73,0,0.021091
WTA,2022,Li A.,67,0,0.009023
WTA,2022,Burrage J.,141,0,0.019579
WTA,2022,Tsurenko L.,101,0,0.008276
WTA,2022,Cocciaretto E.,119,0,0.017712
WTA,2022,Trevisan M.,29,0,0.004851
WTA,2022,Collins D.,8,0,0.031896
WTA,2022,Bouzkova M.,66,1,0.013240
WTA,2022,Galfi D.,89,0,0.008692
WTA,2022,Inglis M.,129,0,0.011887
WTA,2022,Gorgodze E.,114,0,0.011806
WTA,2022,Begu I.,43,0,0.602748
WTA,2022,Juvan K.,62,0,0.099805
WTA,2022,Haddad Maia B.,28,0,0.072053
WTA,2022,Kalinina A.,34,0,0.044951
WTA,2022,Bondar A.,64,0,0.090160
WTA,2022,Kanepi K.,38,0,0.011718
WTA,2022,Parry D.,77,0,0.028337
WTA,2022,Kawa K.,132,0,0.010086
WTA,2022,Marino R.,104,0,0.004165
WTA,2022,Kerber A.,19,0,0.053210
WTA,2022,Mladenovic K.,120,0,0.017516
WTA,2022,Krunic A.,107,0,0.024641
WTA,2022,Cirstea S.,32,0,0.595671
WTA,2022,Linette M.,65,0,0.013317
WTA,2022,Contreras Gomez F.,191,0,0.288293
WTA,2022,Miyazaki Y.,204,0,0.022433
WTA,2022,Garcia C.,55,0,0.102675
WTA,2022,Niemeier J.,97,1,0.005882
WTA,2022,Wang X.I.Y.,105,0,0.022972
WTA,2022,Pera B.,123,0,0.070914
WTA,2022,Kontaveit A.,3,0,0.047816
WTA,2022,Raducanu E.,11,0,0.021962
WTA,2022,Van Uytvanck A.,46,0,0.364427
WTA,2022,Riske A.,36,0,0.102925
WTA,2022,In-Albon Y.,113,0,0.049951
WTA,2022,Siniakova K.,79,0,0.186334
WTA,2022,Chwalinska M.,170,0,0.008027
WTA,2022,Zidansek T.,60,0,0.192228
WTA,2022,Udvardy P.,100,0,0.029896
WTA,2022,Andreescu B.,56,0,0.013166
WTA,2022,Bektas E.,224,0,0.008431
WTA,2022,Anisimova A.,25,1,0.048205
WTA,2022,Yuan Y.,152,0,0.142850
WTA,2022,Bara I.,122,0,0.023181
WTA,2022,Paquet C.,106,0,0.041651
WTA,2022,Bencic B.,16,0,0.035962
WTA,2022,Wang Q.,140,0,0.109161
WTA,2022,Bogdan A.,111,0,0.019224
WTA,2022,Yastremska D.,74,0,0.007706
WTA,2022,Brengle M.,59,0,0.067299
WTA,2022,Davis L.,102,0,0.024340
WTA,2022,Burel C.,95,0,0.069563
WTA,2022,Boulter K.,118,0,0.011729
WTA,2022,Buzarnescu M.,127,0,0.256376
WTA,2022,Schunk N.,154,0,0.031111
WTA,2022,Chirico L.,236,0,0.009157
WTA,2022,Badosa P.,4,0,0.268182
WTA,2022,Cornet A.,37,0,0.019453
WTA,2022,Putintseva Y.,33,0,0.018834
WTA,2022,Dodin O.,85,0,0.061977
WTA,2022,Ostapenko J.,17,0,0.009872
WTA,2022,Doi M.,108,0,0.091932
WTA,2022,Zhang S.,41,0,0.081595
WTA,2022,Fett J.,252,0,0.046228
WTA,2022,Swiatek I.,1,0,0.032065
WTA,2022,Fourlis J.,150,0,0.021433
WTA,2022,Flipkens K.,190,0,0.136555
WTA,2022,Frech M.,92,0,0.521075
WTA,2022,Giorgi C.,27,0,0.005736
WTA,2022,Gauff C.,12,0,0.113114
WTA,2022,Ruse E.G.,54,0,0.065006
WTA,2022,Golubic V.,58,0,0.089853
WTA,2022,Petkovic A.,57,0,0.013214
WTA,2022,Halep S.,18,1,0.387007
WTA,2022,Muchova K.,81,0,0.006868
WTA,2022,Korpatsch T.,110,0,0.100251
WTA,2022,Watson H.,121,0,0.022215
WTA,2022,Kostyuk M.,76,0,0.010188
WTA,2022,Swan K.,184,0,0.016794
WTA,2022,Kucova K.,91,0,0.018311
WTA,2022,Pigossi L.,124,0,0.011853
WTA,2022,Maria T.,103,1,0.009803
WTA,2022,Sharma A.,136,0,0.004305
WTA,2022,Martic P.,80,0,0.180119
WTA,2022,Rogers S.,39,0,0.028922
WTA,2022,Mchale C.,261,0,0.003191
WTA,2022,Sorribes Tormo S.,45,0,0.032924
WTA,2022,Paolini J.,72,0,0.015903
WTA,2022,Kvitova P.,26,0,0.038897
WTA,2022,Parrizas Diaz N.,51,0,0.030979
WTA,2022,Liu C.,75,0,0.018683
WTA,2022,Pattinama Kerkhove L.,138,0,0.041143
WTA,2022,Kartal S.,226,0,0.058271
WTA,2022,Peterson R.,96,0,0.005703
WTA,2022,Schmiedlova A.,84,0,0.021600
WTA,2022,Rus A.,86,0,0.013407
WTA,2022,Harrison C.A.,262,0,0.017081
WTA,2022,Sakkari M.,5,0,0.167786
WTA,2022,Hives Z.,571,0,0.047119
WTA,2022,Saville D.,98,0,0.077967
WTA,2022,Tomova V.,112,0,0.024017
WTA,2022,Stephens S.,48,0,0.031373
WTA,2022,Zheng Q.,52,0,0.033265
WTA,2022,Tan H.,115,0,0.003680
WTA,2022,Williams S.,1204,0,0.026824
WTA,2022,Tomljanovic A.,44,1,0.122487
WTA,2022,Teichmann J.,22,0,0.018533
WTA,2022,Vandeweghe C.,157,0,0.014862
WTA,2022,Rybakina E.,23,1,0.029876
WTA,2022,Wickmayer Y.,606,0,0.029603
WTA,2022,Zhu L.,99,0,0.304182
WTA,2022,Zanevska M.,68,0,0.022072
WTA,2022,Krejcikova B.,14,0,0.265581
WTA,2022,Martincova T.,61,0,0.009881
WTA,2022,Pliskova K.A.,7,0,0.343923
WTA,2022,Masarova R.,146,0,0.336010
WTA,2022,Dart H.,94,0,0.004532
WTA,2022,Minnen G.,88,0,0.025493
WTA,2022,Muguruza G.,10,0,0.023649
WTA,2022,Pegula J.,9,0,0.014285
WTA,2022,Vekic D.,82,0,0.002854
WTA,2023,Baindl K.,85,0,0.065679
WTA,2023,Fernandez L.A.,95,0,0.061040
WTA,2023,Bencic B.,14,0,0.021385
WTA,2023,Swan K.,147,0,0.009769
WTA,2023,Bouzkova M.,33,0,0.022558
WTA,2023,Waltert S.,116,0,0.009028
WTA,2023,Burrage J.,108,0,0.018187
WTA,2023,Mcnally C.,67,0,0.005146
WTA,2023,Davis L.,46,0,0.035123
WTA,2023,Pegula J.,4,1,0.013371
WTA,2023,Dolehide C.,100,0,0.009188
WTA,2023,Kasatkina D.,10,0,0.012525
WTA,2023,Garcia C.,5,0,0.012550
WTA,2023,Volynets K.,125,0,0.572283
WTA,2023,Gauff C.,7,0,0.109223
WTA,2023,Kenin S.,128,0,0.077371
WTA,2023,Kanepi K.,101,0,0.047497
WTA,2023,Kudermetova V.,12,0,0.094647
WTA,2023,Linette M.,24,0,0.011551
WTA,2023,Teichmann J.,121,0,0.030519
WTA,2023,Liu C.,93,0,0.010960
WTA,2023,Tsurenko L.,60,0,0.004263
WTA,2023,Mertens E.,28,0,0.050292
WTA,2023,Hruncakova V.,129,0,0.019037
WTA,2023,Parks A.,51,0,0.029341
WTA,2023,Friedsam A.L.,87,0,0.606331
WTA,2023,Parry D.,96,0,0.015172
WTA,2023,Dart H.,135,0,0.303764
WTA,2023,Podoroska N.,80,0,0.026073
WTA,2023,Martincova T.,115,0,0.111975
WTA,2023,Rakhimova K.,72,0,0.005552
WTA,2023,Bucsa C.,78,0,0.023676
WTA,2023,Samsonova L.,15,0,0.078150
WTA,2023,Bogdan A.,57,0,0.052725
WTA,2023,Sherif M.,31,0,0.024738
WTA,2023,Masarova R.,66,0,0.366883
WTA,2023,Siniakova K.,32,0,0.106699
WTA,2023,Zheng Q.,25,0,0.047689
WTA,2023,Stearns P.,59,0,0.190760
WTA,2023,Vondrousova M.,42,1,0.008125
WTA,2023,Strycova B.,623,0,0.190430
WTA,2023,Zanevska M.,88,0,0.034973
WTA,2023,Swiatek I.,1,1,0.013117
WTA,2023,Zhu L.,34,0,0.008727
WTA,2023,Trevisan M.,64,0,0.048566
WTA,2023,Sorribes Tormo S.,84,0,0.139096
WTA,2023,Wang X.I.N.,73,0,0.026199
WTA,2023,Hunter S.,162,0,0.040260
WTA,2023,Williams V.,558,0,0.036106
WTA,2023,Svitolina E.,76,1,0.111552
WTA,2023,Yuan Y.,106,0,0.020177
WTA,2023,Azarenka V.,20,0,0.007949
WTA,2023,Jabeur O.,6,1,0.069732
WTA,2023,Frech M.,70,0,0.027135
WTA,2023,Rogers S.,49,0,0.074200
WTA,2023,Rybakina E.,3,1,0.012280
WTA,2023,Udvardy P.,82,0,0.244637
WTA,2023,Sabalenka A.,2,1,0.030693
WTA,2023,Bonaventure Y.,91,0,0.010356
WTA,2023,Bai Z.,191,0,0.255537
WTA,2023,Brengle M.,114,0,0.022059
WTA,2023,Errani S.,79,0,0.021406
WTA,2023,Bronzetti L.,47,0,0.055493
WTA,2023,Cristian J.,133,0,0.011137
WTA,2023,Cocciaretto E.,43,0,0.091931
WTA,2023,Osorio M.,71,0,0.085862
WTA,2023,Collins D.,52,0,0.045293
WTA,2023,Grabher J.,58,0,0.033191
WTA,2023,Cornet A.,74,0,0.022546
WTA,2023,Hibino N.,127,0,0.134824
WTA,2023,Gracheva V.,41,0,0.499135
WTA,2023,Giorgi C.,48,0,0.005823
WTA,2023,Haddad Maia B.,13,0,0.119630
WTA,2023,Putintseva Y.,56,0,0.071214
WTA,2023,Juvan K.,244,0,0.092718
WTA,2023,Betova M.,1316,0,0.014507
WTA,2023,Keys M.,18,1,0.382559
WTA,2023,Kartal S.,266,0,0.007213
WTA,2023,Kontaveit A.,81,0,0.091197
WTA,2023,Stefanini L.,111,0,0.022154
WTA,2023,Kostyuk M.,36,0,0.010757
WTA,2023,Sakkari M.,8,0,0.016596
WTA,2023,Krejcikova B.,11,0,0.018577
WTA,2023,Watson H.,144,0,0.012154
WTA,2023,Kvitova P.,9,0,0.010872
WTA,2023,Paolini J.,44,0,0.004392
WTA,2023,Maria T.,62,0,0.185286
WTA,2023,Cirstea S.,37,0,0.026135
WTA,2023,Naef C.,165,0,0.003121
WTA,2023,Potapova A.,23,0,0.035936
WTA,2023,Navarro E.,55,0,0.018868
WTA,2023,Alexandrova E.,22,0,0.040249
WTA,2023,Ostapenko J.,17,0,0.029742
WTA,2023,Minnen G.,123,0,0.017254
WTA,2023,Peterson R.,75,0,0.048200
WTA,2023,Stephens S.,39,0,0.058741
WTA,2023,Pliskova K.A.,19,0,0.006579
WTA,2023,Stevanovic N.,225,0,0.022901
WTA,2023,Riske-Amritraj A.,141,0,0.013475
WTA,2023,Badosa P.,35,0,0.016057
WTA,2023,Saville D.,231,0,0.159076
WTA,2023,Boulter K.,89,0,0.051112
WTA,2023,Tomova V.,99,0,0.082910
WTA,2023,Pera B.,27,0,0.024483
WTA,2023,Wang X.I.Y.,65,0,0.034009
WTA,2023,Andreeva M.,102,0,0.035207
WTA,2023,Wickmayer Y.,112,0,0.003619
WTA,2023,Blinkova A.,40,0,0.029821
WTA,2023,Zhang S.,38,0,0.131468
WTA,2023,Vekic D.,21,0,0.020412
WTA,2023,Zhao C.,166,0,0.015924
WTA,2023,Korpatsch T.,122,0,0.033831
WTA,2023,Andreescu B.,50,0,0.033568
WTA,2023,Bondar A.,110,0,0.314812
WTA,2023,Bouzas Maneiro J.,167,0,0.023737
WTA,2023,Kalinina A.,26,0,0.266325
WTA,2023,Marino R.,83,0,0.010216
WTA,2023,Begu I.,30,0,0.320629
WTA,2023,Niemeier J.,103,0,0.363462
WTA,2023,Muchova K.,16,0,0.004756
WTA,2023,Noskova L.,45,0,0.026645
WTA,2023,Galfi D.,126,0,0.027509
WTA,2023,Sasnovich A.,69,0,0.015035
WTA,2023,Parrizas Diaz N.,105,0,0.002711
WTA,2023,Schmiedlova A.,77,0,0.108387
WTA,2023,Golubic V.,139,0,0.004048
WTA,2024,Andreeva E.,101,0,0.062171
WTA,2024,Bektas E.,107,0,0.057969
WTA,2024,Badosa P.,93,0,0.017636
WTA,2024,Muchova K.,34,0,0.009689
WTA,2024,Cirstea S.,31,0,0.024378
WTA,2024,Kartal S.,298,0,0.008907
WTA,2024,Cristian J.,62,0,0.014531
WTA,2024,Andreescu B.,176,0,0.005209
WTA,2024,Errani S.,86,0,0.027515
WTA,2024,Noskova L.,26,0,0.012557
WTA,2024,Fruhvirtova B.,88,0,0.008712
WTA,2024,Andreeva M.,23,0,0.011358
WTA,2024,Gauff C.,2,0,0.011120
WTA,2024,Dolehide C.,51,0,0.642456
WTA,2024,Gracheva V.,70,0,0.114472
WTA,2024,Tsurenko L.,59,0,0.084783
WTA,2024,Hibino N.,94,0,0.034537
WTA,2024,Mertens E.,33,0,0.090187
WTA,2024,Kasatkina D.,12,0,0.011365
WTA,2024,Zhang S.,680,0,0.025934
WTA,2024,Keys M.,13,0,0.010149
WTA,2024,Trevisan M.,89,0,0.003690
WTA,2024,Lys E.,129,0,0.046090
WTA,2024,Burel C.,45,0,0.018252
WTA,2024,Miyazaki Y.,148,0,0.025764
WTA,2024,Korpatsch T.,73,0,0.615887
WTA,2024,Parry D.,53,0,0.014178
WTA,2024,Osaka N.,113,0,0.303669
WTA,2024,Pliskova K.A.,46,0,0.025938
WTA,2024,Shnaider D.,30,0,0.114290
WTA,2024,Podoroska N.,65,0,0.004922
WTA,2024,Yastremska D.,27,0,0.026709
WTA,2024,Rus A.,56,0,0.074618
WTA,2024,Yuan Y.,39,0,0.049481
WTA,2024,Sakkari M.,9,0,0.022989
WTA,2024,Kessler M.,119,0,0.376350
WTA,2024,Saville D.,82,0,0.102582
WTA,2024,Stearns P.,52,0,0.042266
WTA,2024,Sorribes Tormo S.,55,0,0.191015
WTA,2024,Paolini J.,7,1,0.007330
WTA,2024,Sramkova R.,105,0,0.195317
WTA,2024,Kostyuk M.,19,0,0.030805
WTA,2024,Stephens S.,50,0,0.011429
WTA,2024,Jacquemot E.,151,0,0.008388
WTA,2024,Sun L.,123,1,0.039029
WTA,2024,Zheng Q.,8,0,0.160702
WTA,2024,Todoni A.,142,0,0.021196
WTA,2024,Danilovic O.,116,0,0.051342
WTA,2024,Townsend T.,76,0,0.034571
