tour,year,player,entry_rank,target_reached_qf,quarterfinal_probability
WTA,2024,Pavlyuchenkova A.,28,0,0.106475
WTA,2024,Van Uytvanck A.,254,0,0.020590
WTA,2024,Starodubtseva Y.,153,0,0.007109
WTA,2024,Wang Q.,479,0,0.057965
WTA,2024,Navarro E.,17,1,0.030544
WTA,2024,Wang X.I.Y.,54,0,0.068170
WTA,2024,Vekic D.,37,1,0.010537
WTA,2024,Wang Y.,71,0,0.216832
WTA,2024,Schmiedlova A.,74,0,0.030640
WTA,2024,Watson H.,199,0,0.009285
WTA,2024,Minnen G.,80,0,0.231574
WTA,2024,Zarazua R.,98,0,0.020138
WTA,2024,Raducanu E.,135,0,0.019735
WTA,2024,Zhu L.,61,0,0.053993
WTA,2024,Begu I.,126,0,0.010318
WTA,2024,Bai Z.,95,0,0.094323
WTA,2024,Dart H.,100,0,0.081821
WTA,2024,Bouzas Maneiro J.,83,0,0.046992
WTA,2024,Vondrousova M.,6,0,0.029004
WTA,2024,Bronzetti L.,81,0,0.023735
WTA,2024,Fernandez L.A.,25,0,0.155512
WTA,2024,Bucsa C.,64,0,0.505336
WTA,2024,Bogdan A.,57,0,0.005724
WTA,2024,Gadecki O.,173,0,0.119869
WTA,2024,Montgomery R.,161,0,0.057846
WTA,2024,Galfi D.,127,0,0.090413
WTA,2024,Sherif M.,78,0,0.012715
WTA,2024,Garcia C.,24,0,0.475183
WTA,2024,Blinkova A.,60,0,0.006835
WTA,2024,Jabeur O.,10,0,0.083092
WTA,2024,Uchijima M.,68,0,0.021687
WTA,2024,Kalinina A.,47,0,0.010281
WTA,2024,Avanesyan E.,77,0,0.016899
WTA,2024,Kalinskaya A.,18,0,0.018060
WTA,2024,Udvardy P.,134,0,0.011583
WTA,2024,Kerber A.,221,0,0.010736
WTA,2024,Putintseva Y.,35,0,0.004438
WTA,2024,Krueger A.,75,0,0.182654
WTA,2024,Pegula J.,5,0,0.025158
WTA,2024,Maria T.,63,0,0.002882
WTA,2024,Boulter K.,29,0,0.035933
WTA,2024,Martic P.,85,0,0.016235
WTA,2024,Jones F.,215,0,0.032562
WTA,2024,Masarova R.,109,0,0.030354
WTA,2024,Samsonova L.,15,0,0.016434
WTA,2024,Ostapenko J.,14,1,0.056690
WTA,2024,Tomljanovic A.,136,0,0.056881
WTA,2024,Parks A.,121,0,0.006627
WTA,2024,Wozniacki C.,91,0,0.019431
WTA,2024,Pera B.,97,0,0.012599
WTA,2024,Potapova A.,41,0,0.016846
WTA,2024,Riera J.,106,0,0.154171
WTA,2024,Bouzkova M.,40,0,0.057402
WTA,2024,Ruse E.G.,152,0,0.071429
WTA,2024,Rybakina E.,4,1,0.020043
WTA,2024,Siegemund L.,72,0,0.030787
WTA,2024,Baindl K.,184,0,0.034001
WTA,2024,Snigur D.,130,0,0.003101
WTA,2024,Dodin O.,79,0,0.025335
WTA,2024,Stakusic M.,164,0,0.157372
WTA,2024,Siniakova K.,36,0,0.018276
WTA,2024,Swiatek I.,1,0,0.016852
WTA,2024,Kenin S.,49,0,0.029248
WTA,2024,Wang X.I.N.,42,0,0.030201
WTA,2024,Tomova V.,48,0,0.303411
WTA,2024,Davis L.,300,0,0.024334
WTA,2024,Osorio M.,14,0,0.283908
WTA,2024,Haddad Maia B.,20,0,0.009452
WTA,2024,Frech M.,58,0,0.314384
WTA,2024,Kudermetova V.,38,0,0.340820
WTA,2024,Krejcikova B.,32,1,0.004390
WTA,2024,Linette M.,44,0,0.024335
WTA,2024,Svitolina E.,21,1,0.026754
WTA,2024,Niemeier J.,90,0,0.013116
WTA,2024,Golubic V.,67,0,0.002648
WTA,2024,Tauson C.,66,0,0.138392
WTA,2024,Collins D.,11,0,0.003378
WTA,2024,Volynets K.,69,0,0.012154
WTA,2024,Carle M.,87,0,0.008877
WTA,2025,Birrell K.,74,0,0.066964
WTA,2025,Vekic D.,25,0,0.061968
WTA,2025,Boulter K.,43,0,0.020533
WTA,2025,Badosa P.,9,0,0.010350
WTA,2025,Bouzkova M.,48,0,0.022003
WTA,2025,Sun L.,47,0,0.009283
WTA,2025,Bucsa C.,102,0,0.017026
WTA,2025,Todoni A.,90,0,0.005794
WTA,2025,Fernandez L.A.,38,0,0.029663
WTA,2025,Klugman H.,573,0,0.013583
WTA,2025,Gadecki O.,103,0,0.009442
WTA,2025,Sierra S.,101,0,0.012457
WTA,2025,Galfi D.,110,0,0.012740
WTA,2025,Dart H.,152,0,0.621788
WTA,2025,Gracheva V.,92,0,0.103125
WTA,2025,Sasnovich A.,107,0,0.077649
WTA,2025,Haddad Maia B.,20,0,0.039110
WTA,2025,Sramkova R.,34,0,0.093813
WTA,2025,Kessler M.,30,0,0.012556
WTA,2025,Vondrousova M.,73,0,0.028549
WTA,2025,Keys M.,8,0,0.011032
WTA,2025,Ruse E.G.,58,0,0.004590
WTA,2025,Li A.,65,0,0.052023
WTA,2025,Golubic V.,82,0,0.018940
WTA,2025,Lys E.,61,0,0.026084
WTA,2025,Yuan Y.,85,0,0.584826
WTA,2025,Martic P.,138,0,0.015117
WTA,2025,Parry D.,118,0,0.289294
WTA,2025,Mertens E.,23,0,0.025333
WTA,2025,Fruhvirtova L.,148,0,0.108730
WTA,2025,Osaka N.,53,0,0.005978
WTA,2025,Gibson T.,126,0,0.026445
WTA,2025,Ostapenko J.,21,0,0.071503
WTA,2025,Kartal S.,51,0,0.051892
WTA,2025,Pera B.,84,0,0.022883
WTA,2025,Noskova L.,27,0,0.361030
WTA,2025,Putintseva Y.,33,0,0.102952
WTA,2025,Anisimova A.,12,1,0.046677
WTA,2025,Rakhimova K.,80,0,0.188172
WTA,2025,Ito A.,108,0,0.008201
WTA,2025,Sabalenka A.,1,1,0.195549
WTA,2025,Branstine C.,194,0,0.031063
WTA,2025,Sevastova A.,402,0,0.013563
WTA,2025,Paolini J.,5,0,0.008820
WTA,2025,Siegemund L.,104,1,0.043358
WTA,2025,Stearns P.,36,0,0.165074
WTA,2025,Stojsavljevic M.,796,0,0.023480
WTA,2025,Krueger A.,31,0,0.051981
WTA,2025,Svitolina E.,13,0,0.036596
WTA,2025,Bondar A.,75,0,0.109345
WTA,2025,Tomljanovic A.,79,0,0.020315
WTA,2025,Pavlyuchenkova A.,50,1,0.008067
WTA,2025,Uchijima M.,72,0,0.060997
WTA,2025,Shnaider D.,15,0,0.030197
WTA,2025,Wickmayer Y.,764,0,0.073592
WTA,2025,Zarazua R.,71,0,0.012051
WTA,2025,Xu M.,318,0,0.236148
WTA,2025,Raducanu E.,40,0,0.033957
WTA,2025,Zhang S.,124,0,0.010205
WTA,2025,Danilovic O.,37,0,0.237019
WTA,2025,Andreeva M.,7,1,0.020611
WTA,2025,Sherif M.,86,0,0.020260
WTA,2025,Arango E.,76,0,0.066907
WTA,2025,Kasatkina D.,18,0,0.010985
WTA,2025,Avanesyan E.,49,0,0.087787
WTA,2025,Rybakina E.,11,0,0.076938
WTA,2025,Azarenka V.,87,0,0.050091
WTA,2025,Zakharova A.,95,0,0.032771
WTA,2025,Begu I.,115,0,0.025245
WTA,2025,Juvan K.,240,0,0.145368
WTA,2025,Bencic B.,35,1,0.497365
WTA,2025,Parks A.,60,0,0.006527
WTA,2025,Blinkova A.,78,0,0.119959
WTA,2025,Sakkari M.,77,0,0.057196
WTA,2025,Cirstea S.,168,0,0.091736
WTA,2025,Baptiste H.,55,0,0.013800
WTA,2025,Collins D.,54,0,0.464291
WTA,2025,Osorio M.,57,0,0.007471
WTA,2025,Cristian J.,52,0,0.092434
WTA,2025,Sonmez Z.,88,0,0.023270
WTA,2025,Dolehide C.,67,0,0.011378
WTA,2025,Rus A.,94,0,0.017561
WTA,2025,Frech M.,24,0,0.020201
WTA,2025,Mboko V.,97,0,0.012941
WTA,2025,Hon P.,134,0,0.011293
WTA,2025,Alexandrova E.,17,0,0.004957
WTA,2025,Joint M.,41,0,0.176277
WTA,2025,Samsonova L.,19,1,0.028484
WTA,2025,Jones F.,122,0,0.003382
WTA,2025,Starodubtseva Y.,68,0,0.034880
WTA,2025,Kalinskaya A.,39,0,0.018890
WTA,2025,Stojanovic N.,172,0,0.035426
WTA,2025,Kenin S.,28,0,0.032592
WTA,2025,Townsend T.,99,0,0.018192
WTA,2025,Kostyuk M.,26,0,0.050111
WTA,2025,Erjavec V.,171,0,0.060223
WTA,2025,Krejcikova B.,16,0,0.007364
WTA,2025,Eala A.,56,0,0.021889
WTA,2025,Kudermetova V.,46,0,0.013997
WTA,2025,Zhu L.,307,0,0.017651
WTA,2025,Kvitova P.,572,0,0.158649
WTA,2025,Navarro E.,10,0,0.051621
WTA,2025,Lamens S.,69,0,0.073678
WTA,2025,Jovic I.,89,0,0.022586
WTA,2025,Linette M.,29,0,0.032000
WTA,2025,Jacquemot E.,113,0,0.033144
WTA,2025,McNally C.,208,0,0.003877
WTA,2025,Burrage J.,154,0,0.027871
WTA,2025,Pegula J.,3,0,0.138702
WTA,2025,Cocciaretto E.,116,0,0.019974
WTA,2025,Swiatek I.,4,1,0.017283
WTA,2025,Kudermetova P.,64,0,0.030087
WTA,2025,Tauson C.,22,0,0.030218
WTA,2025,Watson H.,143,0,0.296222
WTA,2025,Teichmann J.,93,0,0.024665
WTA,2025,Bronzetti L.,63,0,0.263672
WTA,2025,Volynets K.,98,0,0.010602
WTA,2025,Maria T.,45,0,0.311728
WTA,2025,Wang X.I.N.,32,0,0.315588
WTA,2025,Muchova K.,14,0,0.004941
WTA,2025,Yastremska D.,42,0,0.027906
WTA,2025,Gauff C.,2,0,0.026271
WTA,2025,Zheng Q.,6,0,0.015094
WTA,2025,Siniakova K.,81,0,0.003292
